RecNo|Submod|Pos|MaxPar|NotP|Runout|NotR|NomT|NotT|MinMach|NotM|Discard|NotD|Finish|NotF
36265||R|NS||NS||NS||NS|047|.724||NS|
36266|W/ 3.0L & 4.4L|F|NS||NS||NS||NS|098|1.181||NS|099
36267|W/ 3.0L & 4.4L|R|NS||NS||NS||NS|098|.409||NS|099
36268|W/ 3.0L|F|NS||NS||1.181|||047|1.118|||099
36269|W/ 4.6L, 4.8L|F|NS||NS||1.412|||047|1.354|||099
36270|W/ 4.6L, 4.8L|R|NS||NS||.787|||047|.724|||099
36271|W/ 4.4L|F|NS||NS||1.181|||047|1.118|||099
36272|W/ 4.4L|R|NS||NS||.787|||047|.724|||099
36273|W/ 3.0L|R|NS||NS||.472|||047|.409|||099
36278||R|.0005||.003||.433||.410||.354||30-60|
36288||F|.0005||.003|048|.861||.803|||044|15-80|
36420||R|.0005||.003||1.142||1.102||1.083||30-60|
36421||F|.0005||.003||1.500||1.460||1.437||30-60|
36468|||.0006||.002||1.102||1.055|053|1.024||NS|
36473|2.4L, 2WD||NS||.0028||1.024||.945|||044|NS|
36478||F|NS||.0028||1.024||.945|||044|NS|
36479|||NS||.0028||1.103||1.024||NS|044|NS|
36485||R|.001||.002||1.020||.980||.965||30-60|
36486||F|.001||.002||1.260||1.223||1.209||30-60|
36502|FWD|F|.0005||.003||1.270||1.224||1.209||30-60|045
36503|AWD|F|.001||.002||1.181||1.118||1.063|||
36527|W/ FN 3 Caliper|F|NS||NS||.984||NS||.866||NS|
36528|W/ FS III Caliper|F|NS||NS||.866||NS||.748||NS|
36534|W/ 1.8L|R|NS||NS||.866||NS||.787||NS|
36535|W/O 1.8L|R|NS||NS||.354||NS||.276||NS|
36559||R|NS||NS||.866||.787||.767||NS|
36677|Early|F|NS||.0059||.790||NS||.750||NS|
36678|Late|R|NS||.0051||.709||NS||.669||NS|
36679|Late|F|NS||.0051||.866||NS||.827||NS|
36680|Early|R|NS||.0059||.710||NS||.670||NS|
36713||F|.0006||.004||1.098||NS||1.024||NS|
36748||F|NS||NS||1.181||NS||1.102||NS|
36749||R|NS||NS||.866||NS||.787||NS|
36754||F|NS||NS||NS||NS||1.197|||099
36755||R|NS||NS||NS||NS||.724|||099
36756|STD|R|.0005||.002||.433||.390||.374||30-60|
36757|HD Brakes|R|.0004||.004||.787||.728||.724||NS|
36758|STD|F|.0005||.002||1.267||1.224||1.209||30-60|
36759|HD Brakes|F|.0004||.003||1.496||1.437||1.433||NS|
36792|5.3L, Late, LD|F|.0005||.003||1.500||1.457||1.437||30-60|
36793|8.1L, Late, HD|F|.0005||.003||1.535||1.480||1.465||30-60|
36794|5.3L, Late (GMT800)|F|.0005||.003||1.142||1.102||1.083||30-60|
36795|6.0L, Late (GMT800)|R|.0005||.003||1.142||1.102||1.083||30-60|
36796|8.1L, Late (GMT800)|R|.0005||.003||1.142||1.102||1.083||30-60|
36797|5.3L, Late (GMT800)|R|.0005||.003||.787||.748||.728||30-60|
36798|6.0L, Late, HD|F|.0005||.003||1.535||1.480||1.465||30-60|
36799|Early (GMT400)||.0005||.003||1.250||1.230||1.215||30-60|
36808|Late (GMT800)|F|.0005||.003||1.142||1.102||1.083||30-60|
36809|Late (GMT800)|R|.0005||.003||.787||.748||.728||30-60|
36870||F|.001||.005||1.418||NS||1.320||NS|
36966||F|.0008||.002||.870||NS||.790||NS|
36977||F|.0004||.002||1.063||NS||.974|044|15-125|
36978||R|.0004||.002||.550||.502|||044|15-125|
37003|Late|F|.0005||.003||1.142||1.102||1.083||30-60|
37004|Late|R|.0005||.003||.787||.748||.728||30-60|
37005|Early||.0005||.003||1.260||1.230||1.215||30-60|
37032||F|.0006||.004||.984||.906|||044|NS|
37033||R|.0006||.004||.472||.394|||044|NS|
37034||R|NS||.004||.394||NS||.354||NS|
37035||F|NS||.002||.945||NS||.882||NS|
37044||R|.0008||.0028||.350||.310||NS|044|NS|
37045||F|.0004||.0028||1.020||.945|||044|NS|
37064|W/O Brembo Brakes|F|NS||.003||1.200||NS||1.102||NS|
37065|W/ Brembo Brakes|R|NS||.003||.600||NS||.511||NS|
37066|W/O Brembo Brakes|R|NS||.003||.800||NS||.728||NS|
37067|W/ Brembo Brakes|F|NS||.003||1.280||NS||1.181||NS|
37068|W/ Sport Suspension|F|NS||.003||1.200||NS||1.102||NS|
37069|W/ Sport Suspension|R|NS||.003||.800||NS||.728||NS|
37083||F|NS||.006||.984||NS||.866||NS|
37106||F|.0004||.003||1.181||1.102|||044|NS|
37107||R|.0004||.002||.787||.728|||044|NS|
37138||R|NS||NS||.866||.807||.764||NS|
37139|W/O Code 494,498,625|F|NS||NS||1.259||1.204||1.181||NS|
37140|W/ Code 494,498,625|F|NS||NS||1.102||1.047||1.023||NS|
37161||R|NS||NS||.557||.492||.472||NS|
37162||F|NS||NS||1.260||1.181||1.157||NS|
37203||F|.001||.002||1.267||1.224||1.209||NS|
37204||R|.001||.002||.433||.404||.354||NS|
37240|Roadster|F|.0008||.001|064|.945||.890||.866||NS|
37241|Roadster|R|.0008||.001|064|.787||.732||.709||NS|
37248||F|.0006||.003||.984||.925|||044|NS|
37250||R|.0006||.003||.390||.330|||044|NS|
37284|13 inch wheel disc||NS||.0020||.709||NS||.630||NS|
37285|14 inch wheel disc||NS||.0020||.787||NS||.709||NS|
37292|||NS||NS||.866||NS||.787||NS|
37373|TURBO|F|.0008||.002||.866||.807||.787||NS|
37374|Nat Aspir W/ Solid|F|.0008||.002||.866||NS||.807||NS|
37531|2500, LD|R|.0005||.003||1.142||1.102||1.083||30-60|
37532|2500, HD|F|.0005||.003||1.535||1.480||1.465||30-60|
37533|1500|F|.0005||.003||1.142||1.102||1.083||30-60|
37534|1500|R|.0005||.003||.787||.748||.728||30-60|
37535|2500|F|.0005||.003||1.500||1.457||1.437||30-60|
37562||F|.001||.005||1.418||NS||1.334||15-80|
37563||R|.001||.005||1.181||NS||1.117||NS|
37566||R|.001||.005||1.181||NS||1.117||15-80|
37586|6-Cyl|F|.0006||.0024||1.024||NS||.960||NS|
37590||F|NS||.0024||1.024||NS||.960||NS|
37591||R|NS||.0024||.866||NS||.800||NS|
37702||R|.001||.008||1.500||1.460||1.430||15-80|
37703||F|.001||.008||1.500||1.460||1.430||15-80|
37862||F|.0005||.002||1.270||1.224||1.210||30-60|
37870|||NS||.004||.940||NS||.860||NS|
37896|Hatchback||NS||.0028||.472||.394|||044|NS|
37907||R|.001||.003||.433||.417||.354||30-60|
37908||F|.001||.003||1.181||1.118||1.063||30-60|
38105|W/ HD Brake Others|R|NS||NS||.866||NS||.787||NS|
38106|W/ Brembo brks|F|NS||NS||1.181||NS||1.102||NS|
38110||F|NS||NS||NS||NS|098|.921||NS|099
38111||R|NS||NS||NS||NS|098|.803||NS|099
38112||F|NS||NS||NS||NS|098|.881||NS|099
38115||F|NS||NS||NS|||098|.803|||099
38127||F|NS||NS||NS||NS|047|1.039||NS|
38138||F|.0005||.002||1.267||1.224||1.200||NS|
38139||R|.0005||.002||.433||.404||.354||NS|
38142||F|.001||.002||1.267||1.224||1.200||NS|
38172|4WD||.001||.002||1.250||1.230||1.215|||
38173|2WD||.001||.002||1.040||.980||.965|||
38199||F|.0005||.004||NS||NS||.590||NS|
38212|HD Brakes|R|.0005||.003||1.142||1.102||1.083||30-60|
38213|LD Brakes|R|.0005||.003||1.142||1.102||1.083||30-60|
38215||F|.0005||.003||1.442||1.382||1.366||30-60|
38216||R|.0005||.003||1.442||1.382||1.366||30-60|
38221|5.3L|F|.0005||.003||1.142||1.102||1.083||30-60|
38222|8.1L|R|.0005||.003||1.142||1.102||1.083||30-60|
38223|8.1L, HD|F|.0005||.003||1.535||1.480||1.465||30-60|
38224|5.3L|R|.0005||.003||.787||.748||.728||30-60|
38225|6.0L|R|.0005||.003||1.142||1.102||1.083||30-60|
38226|6.0L, LD|F|.0005||.003||1.500||1.457||1.437||30-60|
38244||R|.001||.002||.430||.420||.350||30-60|045
38245||F|.001||.002||1.270||1.224||1.210||30-60|
38258|Teves|F|.0003||.0014||1.098||.996|||044|15-80|
38259|TRW|F|.0004||.0014||1.097||.996|||044|15-80|
38260||R|.0005||.0055||.482||.443|||044|15-80|
38264||F|.001||.001||.950||NS||.870||NS|
38265||R|.001||.001||.410||NS||.314||NS|
38290||F|NS||.003||.900||NS||.880||NS|
38291||R|NS||.003||.400||NS||.330||NS|
38335||R|.0005||.002||.531||NS||.472||NS|
38336|LD Brakes|F|.0005||.002||1.124||NS||.965||NS|
38337|HD Brakes|F|.0005||.002||1.150||NS||1.090||NS|
38376|||.0008||.002||.870||NS||.790||NS|
38398||F|.0004||.002||1.063||1.00||.974|044|15-125|
38424||F|.0005||.003||1.500||1.460||1.437|||
38475|||.0006||.004||.827||.748|||044|NS|
38497||R|NS||.004||.394||NS||.315||NS|
38498||F|.0002||.0016||1.024||NS||.961||NS|
38499||R|NS||.004||.394||NS||.331||NS|
38503||F|.0002||.002||.964||NS||.882||NS|
38508||F|.0004||.0016||1.024||NS||.961||NS|
38545|||NS||.003||.866||NS||.787||NS|
38548|W/ 1.8L|R|NS||.0039||.394||NS||.320||NS|
38549|W/ 1.8L|F|NS||.0039||.787||NS||.710||NS|
38560||F|NS||.002||1.181||NS||1.102||NS|
38561||R|NS||.002||.630||NS||.571||NS|
38587|15" Wheels|R|NS||.002||.354||.331|053|.315||NS|
38588|15" Wheels|F|.0006||.002||.787||.740|053|.709||NS|
38589|16" Wheels|F|.0006||.002||.866||.819|053|.787||NS|
38590|16" Wheels|R|NS||.002||.354||.331|053|.315||NS|
38592||F|NS||.0039|052|1.102||1.055|053|1.025||NS|
38597|2.0L|F|.0006||.002||.995||.898|053|.866||NS|
38602|||NS||.004||.945||NS||.866||NS|
38605|2WD|F|NS||NS||.984||.890||.866||NS|
38607||R|NS||.006||.394||.347||.315||NS|
38611||R|NS||NS||.886||.787||.763||NS|
38612||F|NS||NS||1.259||1.204||1.181||NS|
38617||R|NS||NS||.870||NS||NS||NS|
38618||F|NS||NS||1.260||NS||NS||NS|
38671|4-Cyl||NS||.0028||1.024||.945|||044|NS|
38672|V6||NS||.0028||1.024||.945|||044|NS|
38684||F|.001||.0015||1.031||.980||.972||NS|
38693||R|.001||.002||.430||.417||.350||30-60|
38697||F|.0005||.003||.949||NS||.881||15-80|
38719|FWD|F|.001||.002||1.270||1.224||1.210||30-60|
38738||F|.0003||.001||.980||.900||.870||-|
38739||R|.0004||.001||.390||.350||.315||-|
38740||R|.0004||.001||.390||.350||.310||NS|
38741||F|.0003||.001||.980||.900||.870||NS|
38774|Convertible|R|NS||.0059||.394||NS||.335||NS|
38780||R|NS||.0059||.394||NS||.335||NS|
38784||F|NS||.002||.984||NS||.906||NS|
38785||R|NS||.0039||.354||NS||.317||NS|
38786||F|NS||.0028||1.102||NS||1.024||NS|
38787||R|NS||.0039||.709||NS||.611||NS|
38791|Convertible|R|NS||.0059||.394||NS||.354||NS|
38997||F|.001||.002||1.181||1.118||1.063|||
38998||R|.001||.002||.430||.420||.350|||
39009|JC5/JH5|F|.001||.002||1.142||1.102||1.083||NS|
39010|JH6|R|.001||.002||1.140||1.102||1.082||NS|
39011|JC5/JH5|R|.001||.002||1.181||1.142||1.122||NS|
39012|JH6|F|.001||.002||1.500||1.460||1.437||NS|
39031||F|.0004||.004||||||1.120|||
39032||R|.0004||.004||NS||NS||.740||NS|
39039||F|NS||.002||1.024||NS||.945||NS|
39044||F|NS||.0020||1.260||NS||1.181||NS|
39045||R|NS||.0020||.472||NS||.413||NS|
39046||F|NS||.002||NS||NS||1.08||NS|
39047||R|NS||.002||NS||NS||.400||NS|
39048||R|.0004||.001||NS||.433|||044|NS|
39049||F|.0004||.001||1.024||.965|||044|NS|
39103||F|.0006||.004||||1.024|||044|NS|
39104||F|NS||.0006||.866||NS||.787||NS|
39109||R|.0006||.004||.429||NS||.354||NS|
39110||R|.0006||.004||.350||NS||.315||NS|
39111|Others|F|.0006||.004||.820||NS||.748||NS|
39112|Type S|F|.0006||.004||.980||NS||.906||NS|
39118|C38/1KP|R|NS||NS||.472||NS||.393||NS|
39119|C38/1KD|R|NS||NS||.393||NS||.314||NS|
39120|FNR-G60|F|NS||NS||1.181||NS||1.102||NS|
39121|Brembo|F|NS||NS||1.338||NS||1.259||NS|
39122|C54 brake|F|NS||NS||.866||NS||.787||NS|
39123|C43|R|NS||NS||.866||NS||.787||NS|
39124|C41|R|NS||NS||.472||NS||.393||NS|
39125|FN3 brake|F|NS||NS||.984||NS||.905||NS|
39153|4.6L|F|NS||NS||NS|||098|1.354|||099
39154|W/ 4.6L|R|NS||NS||NS||NS|098|.724||NS|099
39155|4.6L|R|NS||NS||NS|||098|.724|||099
39156|W/ 4.6L|F|NS||NS||NS||NS|098|1.354||NS|099
39175||R|.001||.002||.433||.393||.354||NS|
39205|||.001||.002||.786||.751||.736|||
39207||F|.001||.002||1.260||1.205||1.193||30-60|
39208||R|.001||.002||1.024||.980||.965||30-60|
39212||R|.0005||.002||.430||.390||.350||30-60|
39221||R|.0005||.002||.430||.410||.350||30-60|
39224||F|.001||.002||1.14||1.10||1.083|||
39225||R|.001||.002||.787||.748||.728|||
39232||F|.001||.002||1.14||1.10||1.082|||
39240||F|.001||.002||1.50||1.46||1.437|||
39241||R|.001||.002||1.441||1.102||1.082|||
39246||R|.001||.002||1.181||1.142||1.122|||
39252|JH6|F|.001||.002||1.50||1.460||1.437||NS|
39255|JH6|R|.001||.002||1.14||1.102||1.082||NS|
39333||F|.001||.002||1.140||1.102||1.083|||
39341||F|.001||.002||1.500||1.460||1.437|||
39342||R|.001||.002||1.141||1.102||1.082|||
39362|JH6|R|.001||.002||1.141||1.102||1.082||NS|
39397|||.0012||.002||.669||.591|||044|NS|
39399||R|.0004||.002||.472||NS||.401||NS|
39400||F|.0004||.003||.950||NS||.874||NS|
39406||F|.0005||.002||1.024||.964|||044|NS|
39407||R|.0005||.003||.394||.335|||044|NS|
39422||F|NS||.0016||.826||NS||.708||NS|
39442|||NS||.0024||.945||NS||.880||NS|
39443||F|.0059||.0028||NS||.866|||044|NS|
39444||R|.0059||.0028||.354||.315|||044|NS|
39486|||.001||.002||.786||.751||.736||NS|
39498|||NS||.0020||.866||NS||.788||NS|
39505|W/FN3|F|NS||NS||.984||NS||.905||NS|
39506|AWD|R|NS||NS||.866||NS||.787||NS|
39507|W/ HP2 16" WH|F|NS||NS||1.181||NS||1.102||NS|
39508|W/ 2FN 17" WH|F|NS||NS||1.259||NS||1.181||NS|
39509|FWD|R|NS||NS||.393||NS||.315||NS|
39551|W/ 1KE Non Vented|R|NS||NS||.393||NS||.314||NS|
39552|W/1LA, 1LG, 1LX, TZ7|F|NS||NS||1.181||NS||1.102||NS|
39553|W/ 1KE Vented|R|NS||NS||.866||NS||.787||NS|
39554|W/ 1LJ|F|NS||NS||1.338||NS||1.259||NS|
39555|W/ 1KZ|R|NS||NS||.866||NS||.787||NS|
39556|W/1LB, 1LE, 1LT, 1LF|F|NS||NS||.984||NS||.905||NS|
39557|W/ 1KD|R|NS||NS||.393||NS||.314||NS|
39627||R|NS||NS||NS|||098|.882|||099
39644||F|.001||.002||1.27||1.224||1.21||NS|
39657||F|.001||.002||1.267||NS||1.209|||
39658||R|.001||.002||1.023||NS||.944|||
39776||F|.001||.005||1.417||NS||1.334||NS|
39781||R|.001||.005||1.180||NS||1.117||NS|
39787||R|.0005||.003|048|.400||.330|||044|15-80|
39791|3.0L|F|NS||.002||1.020||NS||.960||NS|
39792|2.4L|F|NS||.002||.900||NS||.880||NS|
39797||F|.0035||.002||1.106||1.010|||044|10-80|
39801||F|.0004||.025||1.024||NS||.962||NS|
39807||R|.001||.008||1.500||NS||1.143||NS|
39815||F|||.002||.940||||.860|||
39826||R|.0005||.002||NS||NS||.480||NS|
39875|SVT|R|.0008||||.390||||.350||NS|
39876|W/ 2.0 Duratec|F|.0008||.002||.950||NS||.870||NS|
39877|SVT|F|.0008||.002||.950||||.870||NS|
39878|W/ 2.0 Duratec|R|.0008||NS||.390||NS||.350||NS|
39945|2WD||.0005||.003||1.040||.980||.965|||
39946|4WD||.0005||.003||1.250||1.230||1.215|||
39985||R|.0006||.004||.354||.281|||044|NS|
40006||F|.0002||.0012||1.020||NS||.960||NS|
40053||R|.0004||.003|107|.472||NS||.410||NS|
40054||F|.0004||.0028|107|1.181||NS||1.120||NS|
40055||R|NS||.002||.394||NS||.354||NS|
40085||R|.0004||.004||.550||.502|||044|15-125|
40092||R|.0005||.002||NS||NS||.400||NS|
40093||F|.0035||.002||1.063||1.010||||NS|
40094||R|NS||.002||.560||.520|||044|NS|
40128|W/ 1.8L, 2.0L|F|.0006||.0039|052|.995||.898|053|.866||NS|
40129|W/ 1.6L|F|.0006||.0039|052|.866||.819|053|.787||NS|
40135|Including 4Matic|R|NS||NS||.394||.346||.327||NS|
40136|Including 4Matic|F|NS||NS||1.102||1.024||1.000||NS|
40140|AMG|R|NS||NS||.866||.807||.764||NS|
40141|AMG|F|NS||NS||1.260||1.181||1.157||NS|
40177|As Of 9/2002|R|NS||NS||.866||.807||.764||NS|
40179|As Of 9/2002|F|NS||NS||1.260||1.181||1.157||NS|
40191||F|NS||.002||1.063||1.010|||044|NS|
40192||R|NS||.003||.560||.520|||044|NS|
40193||F|||.002||1.063||||1.037|||
40194||R|||.003||||.708|||||
40200||R|NS||NS||NS|||108|.279||NS|
40201||F|NS||NS||NS|||108|.748||NS|
40212||F|.0006||.0024||1.024||NS||.960||NS|
40243||F|.001||.002||1.181||1.118||1.063||NS|
40244||R|.001||.002||.430||.420||.350||NS|
40245|GT2 Ceramic Discs|F|.0008||.001|064|1.339||NS||1.319||NS|
40246|GT2 Cast Iron Discs|F|.0008||.001|064|1.339||NS||1.260||NS|
40247|TURBO Ceramic Disc|R|.0008||.001|064|1.102||NS||1.083||NS|
40249|GT2 Ceramic Discs|R|.0008||.001|064|1.102||NS||1.083||NS|
40250|TURBO Cast Iron Disc|F|.0008||.001|064|1.339||NS||1.260||NS|
40252|TURBO Cast Iron Disc|R|.0008||.001|064|1.102||NS||1.024||NS|
40253|GT2 Cast Iron Discs|R|.0008||.001|064|1.102||NS||1.024||NS|
40254|TURBO Ceramic Disc|F|.0008||.001|064|1.339||NS||1.319||NS|
40315||F|.001||.002||1.024||NS||.960||NS|
40399||R|.0003||.0012|059|.470||.420|065|.390||NS|
40400|16" Wheels|F|.0003||.0008|059|1.100||1.020|065|.980||NS|
40401|15" Wheels|F|.0003||.0008|059|1.020||.940|065|.910||NS|
40482||R|.001||.002||.787||NS||.728||NS|
40483||F|.001||.002||1.140||NS||1.080||NS|
40484|Standard|F|.0004||.003|048|.902||.843|||044|15-80|
40485|Standard|R|.0005||.003|048|.344||.285|||044|15-80|
40502||F|.0005||.003|048|.944||.911||.881||15-80|
40510||F|NS||.003||.866||NS||.787||NS|
40512||F|.0006||.0024||.945||NS||.880||NS|
40557||R|NS||NS||.787||NS||.724|||099
40558||F|NS||NS||1.259||NS||1.197|||099
40582||R|.0005||.003|048|.360||NS||.331||15-80|
40583||F|.0005||.003|048|.911||NS||.843||15-80|
40943||F|NS||.004||.790||NS||.710||NS|
40980||R|.001||.002||.433||.390||.354|||
40981||F|.001||.002||1.267||1.224||1.210|||
40982||R|.001||.002||||.404||.354|||
40983||F|.001||.002||||1.224||1.209|||
40987||R|.001||.002||.433||.393||.354|||
40993||F|.001||.002||1.142||1.102||1.083|||
40998||R|.001||.002||.430||.390||.350|||
40999||F|.001||.002||1.270||1.224||1.210|||
41004||F|.001||.0015||1.030||.980||.972|||
41012||F|.0005||.006||||||.590|||
41013||R|.001||.002||||.420||.350|||
41014|FWD|F|.001||.002||1.270||1.224||1.210|||
41017|HD|R|.0005||.005|048|.483||.404|||044|NS|
41018|HD|F|.0004||.005|048|1.106||1.039|||044|NS|
41020||R|.0004||.001||1.256|817|1.181|||044|15-80|
41021||F|.0004||.001||1.256|817|1.181|||044|15-80|
41022||R|NS||.002||NS||NS||.708||NS|
41023||F|NS||.002||1.063||NS||1.037||NS|
41024|Cobra|F|NS||NS||NS||1.063||1.039|||
41025|Base|F|NS||NS||NS||0.998||0.974|||
41026||R|NS||NS||NS||0.526||0.502|||
41027|GT|F|NS||NS||NS||0.998||0.974|||
41044||R|NS||NS||.787||NS||.724||NS|
41045||F|NS||.0012||1.102||NS||1.024||NS|
41046||F|||.001||||||1.030|||
41047||R|||.002||||||.400|||
41048||R|.0004||.001||||||.750|||
41049||F|.0003||||||||1.060|||
41050||F|NS||.002||NS||1.061||1.037||NS|
41051||R|||.003||||||.790|||
41056||F|NS||NS||1.181||1.102||1.079||NS|
41057||R|NS||NS||.866||.819||.799||NS|
41059||R|NS||NS||.866||.803||.764||NS|
41060|W/O Code 494|F|NS||NS||1.260||1.181||1.157||NS|
41062|W/ Code 494|F|NS||NS||1.102||1.043||1.023||NS|
41076||R|.001||.002||.433||.404||.354|||
41077||F|.001||.002||1.267||1.224||1.209|||
41092||R|NS||.0028||.39||NS||.335||NS|
41093||F|NS||.0030||.94||NS||.87||NS|
41106||R|.0006||.004||.472||NS||.394||NS|
41178|1LX,T7Z (PR NO.)|F|NS||NS||1.181||NS||1.102||NS|
41179|1KE (PR No) not vent|R|NS||NS||.394||NS||.315||NS|
41180|1LA,1LG (PR NO.)|F|NS||NS||1.181||NS||1.102||NS|
41181|1LJ (PR NO.)|F|NS||NS||1.338||NS||1.259||NS|
41182|1LB,1LE (PR NO.)|F|NS||NS||.984||NS||.906||NS|
41183|1LT,1LF (PR NO.)|F|NS||NS||.984||NS||.906||NS|
41184|1KE (PR No.) vented|R|NS||NS||.866||NS||.787||NS|
41185|1KZ (PR NO)|R|NS||NS||.866||NS||.787||NS|
41186|1KD (PR No.)|R|NS||NS||.394||NS||.315||NS|
41258||R|NS||NS||.945|||098|.882|||099
41259||F|NS||NS||1.181|||098|1.118|||099
41285|Vented Rotor|R|NS||NS||NS|||098|.685|||099
41286|Solid Rotor|R|NS||NS||NS|||098|.331|||099
41293|HD Brakes|F|.001||.002||1.496||1.457||1.437|||
41294|LD Brakes|R|.001||.002||.433||.404||.354|||
41295|LD Brakes|F|.001||.002||NS||1.224||1.126|||
41296|HD Brakes|R|.001||.002||1.142||1.102||1.083|||
41309|W/ JC5/JH5 Brakes|R|.001||.002||||1.142||1.122|||
41310|W/ JC5/JH5 Brakes|F|.001||.002||||1.102||1.083|||
41311|W/ JH6 Brakes|R|.001||.002||||1.142||1.122|||
41312|W/ JH6 Brakes|F|.001||.002||||1.102||1.083|||
41317||F|.001||.002||||1.102||1.083|||
41318||R|.001||.002||||1.142||1.122|||
41321||R|.001||.002||||1.102||1.083|||
41337||F|.001||.002||||1.457||1.437|||
41338|8600-9600 LBS GVW|R|.001||.002||||1.102||1.083|||
41339|12,300 LBS GVW|R|.001||.002||||1.142||1.122|||
41340|2 Wheel Disc|F|.001||.002||1.030||.980||.965||NS|
41341||R|.001||.002||.787||.748||.728||NS|
41342|4 Wheel Disc|F|.001||.002||1.140||1.102||1.080||NS|
41346|4WD|R|.001||.002||.787||.748||.728|||
41347|4.3L 4WD|F|.001||.002||1.140||1.102||1.080|||
41348|4.3L 2WD|F|.001||.002||1.030||.980||.965|||
41349|2.2L|F|.001||.002||1.030||.980||.965|||
41350|W/ 4-Wheel Steering|R|.001||.002||||1.142||1.122|||
41351|W/O 4-Wheel Steering|R|.001||.002||||.748||.728|||
41352|HD|R|.001||.002||||1.102||1.082|||
41353|HD|F|.001||.002||||1.460||1.437|||
41354|LD|F|.001||.002||||1.100||1.082|||
41377||R|.001||.002||||1.102||1.082|||
41378||F|.001||.002||||1.460||1.437|||
41391|6.0L|F|.001||.002||||1.457||1.437|||
41392|8.1L|F|.001||.002||||1.457||1.437|||
41393|6.0L|R|.001||.002||||1.102||1.083|||
41394|8.1L|R|.001||.002||||1.102||1.083|||
41395|5.3L|R|.001||.002||||1.142||1.122|||
41396|5.3L|F|.001||.002||||1.102||1.083|||
41422||F|.001||.002||1.140||NS||1.080|||
41423||R|.001||.002||.787||NS||.728|||
41452||R|.0005||.003|048|.360||NS||.285||15-80|
41477||R|.0004||.001||.600||NS||.585||NS|
41478||F|.0005||.004||1.00||NS||.965||NS|
41483||R|.0004||.0009||.866||NS||.811||NS|
41484||F|.0004||.0009||1.10||NS||1.047||NS|
41499|SRT|F|.0004||.003|048|1.106||1.039|||||
41500|SRT|R|.0005||.003|048|.482||.404|||||
41517||F|.0005||.004||1.245||NS||1.180||15-80|
41521||F|.001||.005||1.100||NS||1.029||NS|
41569||F|NS||.003||NS||.986||.962||NS|
41574||R|||.002||||1.126||1.102|||
41575||F|||.003||||1.126||1.102|||
41592||F|NS||.003||NS||1.126||1.102||NS|
41593||R|NS||.002||NS||1.126||1.102||NS|
41613|Eddie Bauer|R|||.002||||||.400|||
41614||F|NS||NS||NS||0.998||.965|||
41615|XLT|R|||.002||||||.400|||
41616|Limited|R|||.002||||||.400|||
41617|Sport|R|.0005||.002||||||.440|||
41618|XLS|R|||.002||||||.400|||
41619|Postal|R|||.002||||||.400|||
41641||R|.0005||.002||||||.440|||
41657|HD|F|||||||||1.090|||
41658||R|.0005||.0002||||||.480|||
41659|LD|F|||||||||.965|||
41710|ZTW|R|.0008||||||||.320||NS|
41711|LX|R|.0008||||||||.320||NS|
41712|ZTS|F|.0008||.002||||||.790||NS|
41713|ZX5|F|.0008||.002||||||.790||NS|
41714|ZX5|R|.0008||||||||.320||NS|
41715|SE|F|.0008||.002||||||.790||NS|
41716|LX|F|.0008||.002||||||.790||NS|
41717|ZTW|F|.0008||.002||||||.790||NS|
41718|ZTS|R|.0008||||||||.320||NS|
41719|ZX3|R|.0008||||||||.320||NS|
41721|SE|R|.0008||||||||.320||NS|
41723|ZX3|F|.0008||.002||||||.790||NS|
41833||F|NS||NS||NS||NS|||072|NS|
41837||F|.0004||.004||1.063||NS||.974|044|NS|
41838||R|.0004||.004||.590||NS|||044|NS|
41844||R|.0004||.004||||||.502|||
41845||F|NS||.002||NS||NS||.974||NS|
41853|4WD|R|.001||.002||.787||.735||.728|||
41859|SRW|F|.001||.002||||1.102||1.083|||
41860|DRW|R|.001||.002||||1.142||1.122|||
41861|SRW|R|.001||.002||||1.102||1.083|||
41862|DRW|F|.001||.002||||1.457||1.437|||
41990||R|.0006||.004||.358||.300|||044|NS|
41998||F|.0004||.002||.75||NS||.67||NS|
41999||R|.0004||.003||.394||NS||.315||NS|
42000||F|.0004||.003||.945||NS||.882||NS|
42004||R|NS||.0016||.394||NS||.331||NS|
42007||F|.0002||.0012||0.96||NS||0.88||NS|
42008||R|NS||NS||0.39||NS||0.33||NS|
42011||F|.0004||.003||1.024||NS||.961||NS|
42015||F|.0002||.0012||1.02||NS||.960||NS|
42016||R|.0004||.0012||.390||NS||.330||NS|
42021||F|.0001||.002||1.142||1.130||1.083||NS|
42022||R|.0001||.002||.787||.735||.728||NS|
42039|W/ Brembo Brakes|R|NS||.003||1.102||NS||1.024||NS|
42040|W/ Brembo Brakes|F|NS||.003||1.260||NS||1.181||NS|
42041|W/O Brembo Brakes|F|NS||.003||1.122||NS||1.024||NS|
42042|W/O Brembo Brakes|R|NS||.005||.787||NS||.728||NS|
42060||R|.0007||.004||.472||.433|||044|NS|
42065||F|.0005||.005||.940||.894|||044|NS|
42086||R|NS||.0079||.709||NS||.630||NS|
42095||R|NS||.0059||.394||NS||.334||NS|
42103|||.0004||.003||1.040||NS||1.020||NS|
42106|10" Diameter Rotor|F|.0006||.002||||.709|||044|NS|
42107||R|.0006||.002||||.315|||044|NS|
42108|10.6" Diameter Rotor|F|.0006||.002||||.787|||044|NS|
42112||F|NS||.002||NS||.866|||044|NS|
42113||R|NS||.002||NS||.315|||044|NS|
